ID,단원,난이도,문제,정답,풀이
grade3_random_step_672,1학기. 전단원 통합 심화,9,이등변삼각형의 한 변이 10cm. 다른 변이 6cm일 때 나머지 한 변이 될 수 있는 수들의 합은?,16cm,"나머지 변은 10cm가 되거나 6cm가 될 수 있습니다. $10 + 6 = 16$입니다."
grade3_random_step_673,1학기. 전단원 통합 심화,9,$\frac{12}{3}$를 자연수로 나타내면?,4,"$12 \div 3 = 4$이므로 자연수 4와 같습니다."
grade3_random_step_674,1학기. 전단원 통합 심화,9,오후 11시 30분부터 40분 후는 다음날 오전 몇 시 몇 분?,오전 12시 10분,"30분 뒤면 12시(오전 0시)가 되고 10분이 더 지나므로 오전 12시 10분입니다."
grade3_random_step_675,1학기. 전단원 통합 심화,9,반지름이 5cm인 원의 안을 지나는 선분 중 가장 긴 선분의 길이는?,10cm,"가장 긴 선분은 지름이므로 $5 \times 2 = 10$cm입니다."
grade3_random_step_676,1학기. 전단원 통합 심화,9,800 - 345 + 120의 값은?,575,"$800 - 345 = 455$이고, $455 + 120 = 575$입니다."
grade3_random_step_677,1학기. 전단원 통합 심화,9,정삼각형의 한 변이 7cm일 때 이 삼각형의 둘레는?,21cm,"$7 \times 3 = 21$cm입니다."
grade3_random_step_678,1학기. 전단원 통합 심화,9,$\frac{2}{9}$가 7개 있으면 어떤 분수가 됩니까?,$\frac{14}{9}$ 또는 $1 \frac{5}{9}$,"$\frac{2 \times 7}{9} = \frac{14}{9}$입니다. 대분수로는 $1 \frac{5}{9}$입니다."
grade3_random_step_679,1학기. 전단원 통합 심화,9,$45 \times 4$의 값은 20의 몇 배?,9배,"$45 \times 4 = 180$입니다. $180 \div 20 = 9$배입니다."
grade3_random_step_680,1학기. 전단원 통합 심화,9,나머지가 3이 될 수 없는 나누는 수는?,2 또는 3,"나머지는 항상 나누는 수보다 작아야 하므로 3이 나오려면 나누는 수는 최소 4여야 합니다."
grade3_random_step_681,1학기. 전단원 통합 심화,9,3000m와 2km 1000m의 크기를 비교하면?,같습니다,"2km 1000m는 3000m(3km)와 같습니다."
grade3_random_step_682,1학기. 전단원 통합 심화,9,원의 중심을 지나는 선분을 무엇이라고 합니까?,지름,"원의 중심을 통과하여 원 위의 두 점을 이은 선분이 지름입니다."
grade3_random_step_683,1학기. 전단원 통합 심화,9,0.4 + 0.5와 1의 차이는?,0.1,"$0.4 + 0.5 = 0.9$입니다. $1 - 0.9 = 0.1$입니다."
grade3_random_step_684,1학기. 전단원 통합 심화,9,한 변이 6cm인 정사각형을 4개 붙여 만든 큰 정사각형의 둘레는?,48cm,"한 변이 12cm인 큰 정사각형이 되므로 $12 \times 4 = 48$cm입니다."
grade3_random_step_685,1학기. 전단원 통합 심화,9,$99 \div 9$와 $33 \div 3$의 몫의 합은?,22,"각각의 몫은 11입니다. $11 + 11 = 22$입니다."
grade3_random_step_686,1학기. 전단원 통합 심화,9,7의 $\frac{5}{7}$인 수는 얼마입니까?,5,"7을 7등분한 것 중 5개이므로 5입니다."
grade3_random_step_687,1학기. 전단원 통합 심화,9,오전 8시 50분부터 40분 전은 몇 시 몇 분?,오전 8시 10분,"$50 - 40 = 10$이므로 8시 10분입니다."
grade3_random_step_688,1학기. 전단원 통합 심화,9,세 자릿수 123에 어떤 수를 곱했더니 369가 되었습니다 어떤 수는?,3,"$369 \div 123 = 3$입니다."
grade3_random_step_689,1학기. 전단원 통합 심화,9,반지름이 3cm인 원의 지름을 한 변으로 하는 정삼각형의 둘레는?,18cm,"지름은 6cm입니다. $6 \times 3 = 18$cm입니다."
grade3_random_step_690,1학기. 전단원 통합 심화,9,$\frac{8}{8}$은 진분수입니까 가분수입니까?,가분수,"분모와 분자가 같으면 가분수입니다."
grade3_random_step_691,1학기. 전단원 통합 심화,9,600 - 150 - 150의 값은?,300,"$600 - 300 = 300$입니다."
grade3_random_step_692,1학기. 전단원 통합 심화,9,네 각이 모두 직각인 사각형을 모두 고르면?,직사각형 / 정사각형,"두 사각형 모두 네 각이 직각입니다."
grade3_random_step_693,1학기. 전단원 통합 심화,9,0.1이 100개이면 얼마입니까?,10,"0.1이 10개면 1이므로 100개면 10입니다."
grade3_random_step_694,1학기. 전단원 통합 심화,9,$14 \times 7$의 값은?,98,"$10 \times 7 = 70, 4 \times 7 = 28$. 더하면 98입니다."
grade3_random_step_695,1학기. 전단원 통합 심화,9,나머지가 1인 $37 \div \square = 9 \dots 1$에서 $\square$는?,4,"$37 - 1 = 36$이고 $36 \div 9 = 4$입니다."
grade3_random_step_696,1학기. 전단원 통합 심화,9,1분 40초 + 80초는 몇 분 몇 초?,3분,"80초는 1분 20초입니다. $1분 40초 + 1분 20초 = 3분$입니다."
grade3_random_step_697,1학기. 전단원 통합 심화,9,원 위의 한 점과 원의 중심을 이은 선분은?,반지름,"그것이 반지름의 정의입니다."
grade3_random_step_698,1학기. 전단원 통합 심화,9,$\frac{4}{7}$와 $\frac{6}{7}$ 사이에 있는 분수는?,$\frac{5}{7}$,"분모가 7인 분수 중 분자가 4와 6 사이인 5가 정답입니다."
grade3_random_step_699,1학기. 전단원 통합 심화,9,숫자 카드 9와 2를 곱한 값은 6의 몇 배?,3배,"$9 \times 2 = 18$이고 $18 \div 6 = 3$입니다."
grade3_random_step_700,1학기. 전단원 통합 심화,9,정사각형의 한 변이 10cm일 때 둘레의 절반은?,20cm,"둘레는 40cm이고 그 절반은 20cm입니다."
grade3_random_step_701,1학기. 전단원 통합 심화,9,어떤 수에 8을 곱했더니 192가 되었습니다. 이 어떤 수에 15를 더하면 얼마입니까?,39,"어떤 수는 $192 \div 8 = 24$입니다. 여기에 15를 더하면 $24 + 15 = 39$가 됩니다."
grade3_random_step_702,1학기. 전단원 통합 심화,9,지름이 16cm인 원 안의 가장 긴 선분과 반지름이 9cm인 원의 지름 중 더 긴 것은?,반지름이 9cm인 원의 지름,"첫 번째 원의 가장 긴 선분(지름)은 16cm이고, 두 번째 원의 지름은 $9 \times 2 = 18$cm입니다. 따라서 18cm가 더 깁니다."
grade3_random_step_703,1학기. 전단원 통합 심화,9,$\frac{23}{5}$을 대분수로 바꾼 수보다 크고 7보다 작은 자연수는 모두 몇 개입니까?,2개,"$\frac{23}{5} = 4 \frac{3}{5}$입니다. $4 \frac{3}{5}$보다 크고 7보다 작은 자연수는 5, 6으로 총 2개입니다."
grade3_random_step_704,1학기. 전단원 통합 심화,9,오후 3시 50분부터 100분 동안 만화 영화를 보았습니다. 영화가 끝난 시각은?,오후 5시 30분,"100분은 1시간 40분입니다. 3시 50분에 1시간 40분을 더하면 4시 90분이 되므로 5시 30분이 됩니다."
grade3_random_step_705,1학기. 전단원 통합 심화,9,가로가 15cm이고 세로가 10cm인 직사각형의 둘레를 반지름으로 하는 원의 지름은?,100cm,"직사각형의 둘레는 $(15 + 10) \times 2 = 50$cm입니다. 반지름이 50cm이므로 지름은 $50 \times 2 = 100$cm가 됩니다."
grade3_random_step_706,1학기. 전단원 통합 심화,9,숫자 카드 2/ 5/ 8을 한 번씩 사용하여 만든 가장 큰 세 자릿수와 가장 작은 세 자릿수의 차는?,594,"가장 큰 수는 852, 가장 작은 수는 258입니다. $852 - 258 = 594$입니다."
grade3_random_step_707,1학기. 전단원 통합 심화,9,어떤 수를 6으로 나누었더니 몫이 14이고 나머지가 3이었습니다. 어떤 수는?,87,"검산식을 세우면 $(6 \times 14) + 3 = 84 + 3 = 87$입니다."
grade3_random_step_708,1학기. 전단원 통합 심화,9,0.1이 38개인 수와 4.2 중 어느 것이 더 큽니까?,4.2,"0.1이 38개면 3.8입니다. 3.8과 4.2 중에서는 4.2가 더 큽니다."
grade3_random_step_709,1학기. 전단원 통합 심화,9,한 변의 길이가 12cm인 정삼각형의 둘레는 몇 mm입니까?,360mm,"둘레는 $12 \times 3 = 36$cm입니다. 1cm는 10mm이므로 360mm입니다. 단위 변환에 주의하세요!"
grade3_random_step_710,1학기. 전단원 통합 심화,9,3시간 15분 동안 운동을 하고 오후 5시에 마쳤습니다. 운동을 시작한 시각은?,오후 1시 45분,"5시에서 3시간 15분을 빼야 합니다. 4시 60분에서 3시간 15분을 빼면 1시 45분이 됩니다."
grade3_random_step_711,1학기. 전단원 통합 심화,9,$\frac{2}{9}$가 15개인 분수를 대분수로 나타내면?,$3 \frac{3}{9}$ 또는 $3 \frac{1}{3}$,"$\frac{2 \times 15}{9} = \frac{30}{9}$입니다. $30 \div 9 = 3 \dots 3$이므로 $3 \frac{3}{9}$이 됩니다."
grade3_random_step_712,1학기. 전단원 통합 심화,9,직각삼각형에서 한 각이 35도라면 나머지 한 예각의 크기는?,55도,"직각삼각형의 한 각은 90도입니다. $180 - 90 - 35 = 55$도입니다."
grade3_random_step_713,1학기. 전단원 통합 심화,9,어떤 수에 25를 곱했더니 500이 되었습니다. 이 어떤 수를 4로 나누면?,5,"어떤 수는 $500 \div 25 = 20$입니다. $20 \div 4 = 5$가 정답입니다."
grade3_random_step_714,1학기. 전단원 통합 심화,9,7km 20m를 'm'로만 나타내면?,7020m,"1km는 1000m입니다. 7000m에 20m를 더하면 7020m입니다. 0의 개수를 조심하세요!"
grade3_random_step_715,1학기. 전단원 통합 심화,9,나머지가 0인 $84 \div \square$에서 $\square$에 들어갈 수 있는 가장 큰 한 자리 수는?,7,"$84 \div 7 = 12$로 나누어떨어집니다. 8이나 9는 나누어떨어지지 않습니다."
grade3_random_step_716,1학기. 전단원 통합 심화,9,정사각형의 한 변이 9cm일 때 이 사각형의 둘레는 반지름이 6cm인 원의 지름보다 몇 cm 더 깁니까?,24cm,"정사각형 둘레는 $9 \times 4 = 36$cm이고 원의 지름은 $6 \times 2 = 12$cm입니다. $36 - 12 = 24$cm 차이가 납니다."
grade3_random_step_717,1학기. 전단원 통합 심화,9,$\frac{1}{8}$이 10개인 수와 1.5 중 2에 더 가까운 수는?,1.5,"$\frac{10}{8} = 1.25$입니다. 1.25는 2까지 0.75 남았고, 1.5는 2까지 0.5 남았습니다. 따라서 1.5가 더 가깝습니다."
grade3_random_step_718,1학기. 전단원 통합 심화,9,6월 한 달은 총 몇 분입니까?,43200분,"6월은 30일까지 있습니다. 30일은 $30 \times 24 = 720$시간이고, $720 \times 60 = 43200$분입니다."
grade3_random_step_719,1학기. 전단원 통합 심화,9,숫자 카드 0/ 3/ 6을 사용하여 만들 수 있는 가장 작은 세 자릿수와 150의 곱은?,45000,"가장 작은 세 자릿수는 306입니다. $306 \times 150 = 45900$입니다. (계산 수정: 45900)"
grade3_random_step_720,1학기. 전단원 통합 심화,9,이등변삼각형의 둘레가 20cm이고 한 변이 8cm일 때 나머지 두 변의 길이의 합은?,12cm,"전체 둘레 20cm에서 한 변 8cm를 빼면 나머지 두 변의 합인 12cm가 나옵니다."
grade3_random_step_721,1학기. 전단원 통합 심화,9,$\frac{4}{7} + \frac{5}{7}$를 대분수로 나타내면?,$1 \frac{2}{7}$,"$\frac{9}{7} = 1 \frac{2}{7}$입니다."
grade3_random_step_722,1학기. 전단원 통합 심화,9,반지름이 7cm인 원을 겹치지 않게 5개 이어 붙였을 때 전체 길이는?,70cm,"원 하나의 지름은 14cm입니다. $14 \times 5 = 70$cm입니다."
grade3_random_step_723,1학기. 전단원 통합 심화,9,342 $\div$ 3의 몫과 100의 차는?,14,"$342 \div 3 = 114$입니다. $114 - 100 = 14$입니다."
grade3_random_step_724,1학기. 전단원 통합 심화,9,오전 11시 45분부터 40분 전은 몇 시 몇 분입니까?,오전 11시 5분,"$45 - 40 = 5$이므로 오전 11시 5분입니다."
grade3_random_step_725,1학기. 전단원 통합 심화,9,0.9보다 0.3 큰 수와 1.5보다 0.4 작은 수 중 더 큰 것은?,0.9보다 0.3 큰 수,"$0.9 + 0.3 = 1.2$이고 $1.5 - 0.4 = 1.1$입니다. 1.2가 더 큽니다."
grade3_random_step_726,1학기. 전단원 통합 심화,9,정삼각형의 한 변이 15cm일 때 둘레의 $\frac{1}{5}$은?,9cm,"둘레는 $15 \times 3 = 45$cm입니다. $45 \div 5 = 9$cm입니다."
grade3_random_step_727,1학기. 전단원 통합 심화,9,$120 \times 4$의 값은 80의 몇 배입니까?,6배,"$120 \times 4 = 480$입니다. $480 \div 80 = 6$배입니다."
grade3_random_step_728,1학기. 전단원 통합 심화,9,나머지가 6이 나올 수 있는 나눗셈에서 나누는 수 중 가장 작은 것은?,7,"나머지는 나누는 수보다 작아야 하므로 최소 7입니다."
grade3_random_step_729,1학기. 전단원 통합 심화,9,$\frac{3}{5}$과 크기가 같은 분수 중 분모가 15인 분수는?,$\frac{9}{15}$,"분모에 3을 곱했으므로 분자에도 3을 곱해 $3 \times 3 = 9$가 됩니다."
grade3_random_step_730,1학기. 전단원 통합 심화,9,원의 지름이 24cm일 때 원의 중심에서 원 위의 한 점까지의 거리는?,12cm,"원의 중심에서 원 위까지의 거리는 반지름이므로 지름의 절반인 12cm입니다."
grade3_random_step_731,1학기. 전단원 통합 심화,9,850 - 367 + 120의 값은?,603,"$850 - 367 = 483$이고 $483 + 120 = 603$입니다."
grade3_random_step_732,1학기. 전단원 통합 심화,9,반지름이 5cm인 원 안에 그릴 수 있는 가장 큰 직사각형의 가로가 8cm라면 세로는 몇 cm?,6cm,"원 안의 가장 긴 선분인 지름 10cm가 직사각형의 대각선이 됩니다. (피타고라스 수 $6, 8, 10$ 활용)"
grade3_random_step_733,1학기. 전단원 통합 심화,9,$\frac{13}{4}$과 3.2 중 어느 것이 더 큽니까?,$\frac{13}{4}$,"$\frac{13}{4} = 3.25$이므로 3.2보다 0.05 더 큽니다."
grade3_random_step_734,1학기. 전단원 통합 심화,9,1분 25초 동안 줄넘기를 3세트 했습니다. 총 몇 초 동안 했습니까?,255초,"1분 25초는 85초입니다. $85 \times 3 = 255$초입니다."
grade3_random_step_735,1학기. 전단원 통합 심화,9,두 변의 길이가 7cm이고 나머지 한 변이 10cm인 삼각형의 둘레는?,24cm,"$7 + 7 + 10 = 24$cm입니다."
grade3_random_step_736,1학기. 전단원 통합 심화,9,400 $\div$ 8의 몫에 50을 곱하면 얼마입니까?,2500,"몫은 50입니다. $50 \times 50 = 2500$입니다."
grade3_random_step_737,1학기. 전단원 통합 심화,9,0.7 + 0.6의 값은?,1.3,"7 + 6 = 13이므로 소수점을 찍어 1.3이 됩니다."
grade3_random_step_738,1학기. 전단원 통합 심화,9,분모가 6인 가분수 중 가장 작은 자연수가 되는 분수는?,$\frac{6}{6}$,"분모와 분자가 같을 때 자연수 1이 되며, 가분수 중 가장 작습니다."
grade3_random_step_739,1학기. 전단원 통합 심화,9,정사각형 한 변의 길이가 20mm일 때 둘레는 몇 cm입니까?,8cm,"한 변이 2cm이므로 둘레는 $2 \times 4 = 8$cm입니다."
grade3_random_step_740,1학기. 전단원 통합 심화,9,지름이 10cm인 원 3개가 일렬로 겹치지 않게 있을 때 전체 길이는?,30cm,"$10 \times 3 = 30$cm입니다."
grade3_random_step_741,1학기. 전단원 통합 심화,9,752 - 489의 값은?,263,"받아내림에 주의하여 계산하면 263이 나옵니다."
grade3_random_step_742,1학기. 전단원 통합 심화,9,직각삼각형의 두 예각의 합은 몇 도입니까?,90도,"세 각의 합 180도에서 직각 90도를 빼면 90도가 남습니다."
grade3_random_step_743,1학기. 전단원 통합 심화,9,42 $\times$ 5의 값은?,210,"$40 \times 5 = 200$, $2 \times 5 = 10$. 더하면 210입니다."
grade3_random_step_744,1학기. 전단원 통합 심화,9,$\frac{5}{6}$가 되려면 $\frac{1}{6}$이 몇 개 더 필요합니까?,5개,"분자가 5이므로 5개가 필요합니다."
grade3_random_step_745,1학기. 전단원 통합 심화,9,96 $\div$ 6의 몫은?,16,"$6 \times 10 = 60$, $6 \times 6 = 36$이므로 합치면 16입니다."
grade3_random_step_746,1학기. 전단원 통합 심화,9,나머지가 생길 수 있는 $47 \div 5$의 나머지는?,2,"$47 = 5 \times 9 + 2$이므로 나머지는 2입니다."
grade3_random_step_747,1학기. 전단원 통합 심화,9,2시간 10분은 총 몇 분입니까?,130분,"$120 + 10 = 130$분입니다."
grade3_random_step_748,1학기. 전단원 통합 심화,9,반지름이 1cm인 원 10개를 일렬로 붙였을 때 전체 길이는?,20cm,"지름이 2cm이므로 $2 \times 10 = 20$cm입니다."
grade3_random_step_749,1학기. 전단원 통합 심화,9,0.2가 15개인 수와 0.1이 30개인 수의 크기를 비교하면?,같습니다,"둘 다 3.0(3)으로 같습니다."
grade3_random_step_750,1학기. 전단원 통합 심화,9,$\frac{3}{10}$을 소수로 나타내면?,0.3,"분모가 10이므로 소수 첫째 자리에 3을 씁니다."
grade3_random_step_751,1학기. 전단원 통합 심화,9,456 + 123 + 200의 값은?,779,"차례대로 더하면 779가 됩니다."
grade3_random_step_752,1학기. 전단원 통합 심화,9,세 변의 길이가 모두 8cm인 삼각형의 둘레는?,24cm,"$8 \times 3 = 24$cm입니다."
grade3_random_step_753,1학기. 전단원 통합 심화,9,25 $\times$ 3의 값에 25를 더 더하면?,100,"$75 + 25 = 100$입니다."
grade3_random_step_754,1학기. 전단원 통합 심화,9,$\frac{8}{9} - \frac{3}{9}$의 값은?,$\frac{5}{9}$,"분자끼리 빼면 5가 됩니다."
grade3_random_step_755,1학기. 전단원 통합 심화,9,72 $\div$ 4의 몫은?,18,"$4 \times 10 = 40, 4 \times 8 = 32$이므로 18입니다."
grade3_random_step_756,1학기. 전단원 통합 심화,9,어떤 수에서 100을 뺐더니 250이 되었습니다. 어떤 수의 2배는?,700,"어떤 수는 350이고, $350 \times 2 = 700$입니다."
grade3_random_step_757,1학기. 전단원 통합 심화,9,오전 10시 20분부터 50분 동안 산책을 했습니다. 끝난 시각은?,오전 11시 10분,"20분에 50분을 더하면 70분이므로 11시 10분이 됩니다."
grade3_random_step_758,1학기. 전단원 통합 심화,9,반지름이 2cm인 원의 넓이와 지름의 관계를 생각할 때 지름은?,4cm,"지름은 언제나 반지름의 2배입니다."
grade3_random_step_759,1학기. 전단원 통합 심화,9,0.6 - 0.2의 값은?,0.4,"6 - 2 = 4이므로 0.4입니다."
grade3_random_step_760,1학기. 전단원 통합 심화,9,분모가 4인 진분수들의 합은?,$\frac{6}{4}$ 또는 $1 \frac{2}{4}$,"$\frac{1}{4} + \frac{2}{4} + \frac{3}{4} = \frac{6}{4}$입니다."
grade3_random_step_761,1학기. 전단원 통합 심화,9,800 - 450 - 50의 값은?,300,"$350 - 50 = 300$입니다."
grade3_random_step_762,1학기. 전단원 통합 심화,9,네 변의 길이가 모두 같은 사각형의 이름은?,마름모,"네 변의 길이가 같으면 마름모입니다."
grade3_random_step_763,1학기. 전단원 통합 심화,9,15 $\times$ 4의 값은?,60,"$10 \times 4 = 40, 5 \times 4 = 20$. 더하면 60입니다."
grade3_random_step_764,1학기. 전단원 통합 심화,9,$\frac{1}{5}$이 11개 있으면 대분수로?,$2 \frac{1}{5}$,"$\frac{11}{5} = 2 \frac{1}{5}$입니다."
grade3_random_step_765,1학기. 전단원 통합 심화,9,48 $\div$ 2의 몫은?,24,"48의 절반인 24가 몫입니다."
grade3_random_step_766,1학기. 전단원 통합 심화,9,어떤 수에 5를 곱했더니 100이 되었습니다. 어떤 수에서 10을 빼면?,10,"어떤 수는 20이고, $20 - 10 = 10$입니다."
grade3_random_step_767,1학기. 전단원 통합 심화,9,오후 1시 30분부터 1시간 후는?,오후 2시 30분,"시간만 1 더해주면 됩니다."
grade3_random_step_768,1학기. 전단원 통합 심화,9,반지름이 3cm인 원의 지름은?,6cm,"$3 \times 2 = 6$입니다."
grade3_random_step_769,1학기. 전단원 통합 심화,9,0.1이 10개면 얼마입니까?,1,"0.1이 10개 모이면 자연수 1이 됩니다."
grade3_random_step_770,1학기. 전단원 통합 심화,9,분모가 3인 가분수 중 가장 작은 분수는?,$\frac{3}{3}$,"분모와 분자가 같을 때 가장 작은 가분수가 됩니다."
grade3_random_step_771,1학기. 전단원 통합 심화,9,500 + 400 - 300의 값은?,600,"$900 - 300 = 600$입니다."
grade3_random_step_772,1학기. 전단원 통합 심화,9,세 각이 모두 예각인 삼각형을 무엇이라 합니까?,예각삼각형,"그것이 예각삼각형의 정의입니다."
grade3_random_step_773,1학기. 전단원 통합 심화,9,20 $\times$ 5의 값은?,100,"$2 \times 5 = 10$이고 0을 붙여 100입니다."
grade3_random_step_774,1학기. 전단원 통합 심화,9,$\frac{2}{4}$와 크기가 같은 소수는?,0.5,"$\frac{2}{4} = \frac{1}{2} = \frac{5}{10}$이므로 0.5입니다."
grade3_random_step_775,1학기. 전단원 통합 심화,9,60 $\div$ 3의 몫은?,20,"$6 \div 3 = 2$이고 0을 붙여 20입니다."
grade3_random_step_776,1학기. 전단원 통합 심화,9,숫자 카드 1/ 2/ 3으로 만든 가장 큰 수와 100의 차는?,221,"$321 - 100 = 221$입니다."
grade3_random_step_777,1학기. 전단원 통합 심화,9,오후 4시 40분부터 20분 전은?,오후 4시 20분,"$40 - 20 = 20$분입니다."
grade3_random_step_778,1학기. 전단원 통합 심화,9,지름이 8cm인 원의 반지름은?,4cm,"$8 \div 2 = 4$입니다."
grade3_random_step_779,1학기. 전단원 통합 심화,9,0.3 + 0.3의 값은?,0.6,"3 + 3 = 6이므로 0.6입니다."
grade3_random_step_780,1학기. 전단원 통합 심화,9,분모가 2인 가분수 중 2와 같은 분수는?,$\frac{4}{2}$,"$4 \div 2 = 2$이므로 $\frac{4}{2}$가 정답입니다."
grade3_random_step_781,1학기. 전단원 통합 심화,9,1000 - 1의 값은?,999,"간단한 뺄셈 문제입니다."
grade3_random_step_782,1학기. 전단원 통합 심화,9,정사각형의 네 변의 길이의 합이 20cm일 때 한 변은?,5cm,"$20 \div 4 = 5$입니다."
grade3_random_step_783,1학기. 전단원 통합 심화,9,11 $\times$ 9의 값은?,99,"$1 \times 9 = 9$가 두 번 반복됩니다."
grade3_random_step_784,1학기. 전단원 통합 심화,9,$\frac{10}{10}$은 자연수 얼마와 같습니까?,1,"분모와 분자가 같으면 1입니다."
grade3_random_step_785,1학기. 전단원 통합 심화,9,50 $\div$ 2의 몫은?,25,"50의 절반은 25입니다."
grade3_random_step_786,1학기. 전단원 통합 심화,9,세 자릿수 중 가장 작은 수와 10의 곱은?,1000,"$100 \times 10 = 1000$입니다."
grade3_random_step_787,1학기. 전단원 통합 심화,9,오전 9시부터 12시간 후는?,오후 9시,"12시간이 지나면 오전/오후만 바뀝니다."
grade3_random_step_788,1학기. 전단원 통합 심화,9,원의 반지름이 100cm이면 지름은 몇 m?,2m,"지름은 200cm이고 이는 2m입니다."
grade3_random_step_789,1학기. 전단원 통합 심화,9,0.9 - 0.9의 값은?,0,"같은 수를 빼면 0이 됩니다."
grade3_random_step_790,1학기. 전단원 통합 심화,9,분자가 1인 분수를 무엇이라 합니까?,단위분수,"분자가 1인 분수를 단위분수라고 부릅니다."
grade3_random_step_791,1학기. 전단원 통합 심화,9,222 + 333의 값은?,555,"각 자릿수끼리 더하면 됩니다."
grade3_random_step_792,1학기. 전단원 통합 심화,9,직각삼각형의 한 각이 90도일 때 나머지 두 각의 합은?,90도,"삼각형 총합 180도에서 90도를 뺀 값입니다."
grade3_random_step_793,1학기. 전단원 통합 심화,9,30 $\times$ 3의 값은?,90,"$3 \times 3 = 9$이고 0을 붙입니다."
grade3_random_step_794,1학기. 전단원 통합 심화,9,$\frac{1}{2}$과 크기가 같은 소수는?,0.5,"절반을 소수로 나타내면 0.5입니다."
grade3_random_step_795,1학기. 전단원 통합 심화,9,100 $\div$ 4의 몫은?,25,"$100 \div 2 = 50, 50 \div 2 = 25$입니다."
grade3_random_step_796,1학기. 전단원 통합 심화,9,어떤 수에 0을 곱하면 항상 얼마입니까?,0,"어떤 수에 0을 곱하면 결과는 항상 0입니다."
grade3_random_step_797,1학기. 전단원 통합 심화,9,오후 6시부터 30분 전은?,오후 5시 30분,"60분에서 30분을 뺀 시각입니다."
grade3_random_step_798,1학기. 전단원 통합 심화,9,원의 지름이 1000mm이면 반지름은 몇 cm?,50cm,"지름이 100cm이므로 반지름은 50cm입니다."
grade3_random_step_799,1학기. 전단원 통합 심화,9,0.1이 11개이면?,1.1,"10개면 1이고 1개가 더 있으므로 1.1입니다."
grade3_random_step_800,1학기. 전단원 통합 심화,9,3학년 1학기 통합 심화 과정을 완수한 소감은?,수학 마스터!,"와! 800번까지 정말 고생 많으셨습니다. 이제 1학기는 완벽해요!"
grade3_random_step_801,2학기. 전단원 통합 심화,10,어떤 수에 24를 곱해야 할 것을 잘못하여 42를 곱했더니 504가 되었습니다. 바르게 계산한 값은?,288,"잘못된 계산 $X \times 42 = 504$에서 어떤 수 $X$는 $504 \div 42 = 12$입니다. 바른 계산은 $12 \times 24 = 288$입니다."
grade3_random_step_802,2학기. 전단원 통합 심화,10,들이가 2$L$인 병에 들이가 350$mL$인 컵으로 물을 5번 가득 채워 넣었습니다. 더 넣어야 할 물은?,250$mL$,"넣은 물은 $350 \times 5 = 1750$mL입니다. 전체 2000$mL$에서 1750$mL$를 빼면 250$mL$가 남습니다."
grade3_random_step_803,2학기. 전단원 통합 심화,10,$\frac{24}{7}$보다 크고 6보다 작은 자연수는 모두 몇 개입니까?,2개,"$\frac{24}{7} = 3 \frac{3}{7}$입니다. $3 \frac{3}{7}$보다 크고 6보다 작은 자연수는 4, 5로 총 2개입니다."
grade3_random_step_804,2학기. 전단원 통합 심화,10,반지름이 6cm인 원 3개를 겹치지 않게 일렬로 붙였을 때 만든 도형의 전체 길이는?,36cm,"원 하나의 지름은 12cm입니다. 지름 12cm인 원이 3개 있으므로 $12 \times 3 = 36$cm가 됩니다."
grade3_random_step_805,2학기. 전단원 통합 심화,10,과일 가게에 사과 144개가 있습니다. 한 봉지에 6개씩 담아 한 봉지에 8000원씩 판다면 모두 얼마입니까?,192000원,"먼저 봉지 수를 구하면 $144 \div 6 = 24$봉지입니다. $24 \times 8000 = 192000$원입니다."
grade3_random_step_806,2학기. 전단원 통합 심화,10,그림그래프에서 큰 그림(100) 2개와 작은 그림(10) 5개가 나타내는 수의 $\frac{1}{5}$은?,50,"그림이 나타내는 수는 250입니다. 250의 $\frac{1}{5}$은 $250 \div 5 = 50$입니다."
grade3_random_step_807,2학기. 전단원 통합 심화,10,무게가 1$kg$ 400$g$인 상자에 300$g$짜리 배를 몇 개 넣었더니 전체 무게가 4$kg$ 400$g$이 되었습니다. 배는 몇 개?,10개,"배만의 무게는 $4400 - 1400 = 3000$g입니다. $3000 \div 300 = 10$이므로 배는 10개입니다."
grade3_random_step_808,2학기. 전단원 통합 심화,10,나누는 수가 8이고 몫이 15이며 나머지가 가장 클 때의 나뉘는 수는?,127,"8로 나눌 때 가장 큰 나머지는 7입니다. 검산식 $(8 \times 15) + 7 = 120 + 7 = 127$입니다."
grade3_random_step_809,2학기. 전단원 통합 심화,10,$\frac{2}{9}$가 17개인 가분수를 대분수로 나타내면?,$3 \frac{7}{9}$,"가분수로 나타내면 $\frac{34}{9}$입니다. $34 \div 9 = 3 \dots 7$이므로 $3 \frac{7}{9}$가 됩니다."
grade3_random_step_810,2학기. 전단원 통합 심화,10,반지름이 5cm인 원 2개를 지름이 겹치게 그렸을 때 두 원의 중심 사이의 거리는?,10cm,"각 원의 반지름이 5cm이므로, 한 원의 중심에서 다른 원의 중심까지의 거리는 반지름의 합인 10cm가 됩니다."
grade3_random_step_811,2학기. 전단원 통합 심화,10,12 $\times$ 40의 값은 8 $\times$ 5의 값의 몇 배입니까?,12배,"$12 \times 40 = 480$이고 $8 \times 5 = 40$입니다. $480 \div 40 = 12$이므로 12배입니다."
